drug1;drug2
carbamazepine;gefitinib
carbamazepine;haloperidol
carbamazepine;imatinib
carbamazepine;imipramine
carbamazepine;indinavir
carbamazepine;isoniazid
carbamazepine;isotretinoin
carbamazepine;itraconazole
carbamazepine;josamycin
carbamazepine;ketoconazole
carbamazepine;lamotrigine
carbamazepine;levetiracetam
carbamazepine;levonorgestrel
carbamazepine;lovastatin
carbamazepine;mestranol
carbamazepine;methadone
carbamazepine;methylphenidate
carbamazepine;metocurine
carbamazepine;metronidazole
carbamazepine;midazolam
carbamazepine;mivacurium
carbamazepine;nefazodone
carbamazepine;norethindrone
carbamazepine;nortriptyline
carbamazepine;oxtriphylline
carbamazepine;oxybutynin
carbamazepine;pancuronium
carbamazepine;praziquantel
carbamazepine;propoxyphene
carbamazepine;quinupristin
carbamazepine;risperidone
carbamazepine;ritonavir
carbamazepine;sertraline
carbamazepine;simvastatin
carbamazepine;sunitinib
carbamazepine;tacrolimus
carbamazepine;telithromycin
carbamazepine;temsirolimus
carbamazepine;theophylline
carbamazepine;ticlopidine
carbamazepine;tipranavir
carbamazepine;topiramate
carbamazepine;tramadol
carbamazepine;trazodone
carbamazepine;tretinoin
carbamazepine;triprolidine
carbamazepine;troleandomycin
carbamazepine;tubocurarine
carbamazepine;valproic_acid
carbamazepine;vecuronium
carbamazepine;verapamil
carbamazepine;vilazodone
carbamazepine;voriconazole
carbamazepine;warfarin
carbamazepine;ziprasidone
methazolamide;acetylsalicylic_acid
methazolamide;bismuth_subsalicylate
methazolamide;brinzolamide
methazolamide;magnesium_salicylate
methazolamide;memantine
methazolamide;salicylate-sodium
methazolamide;salsalate
methazolamide;treprostinil
methazolamide;trisalicylate-choline
buprenorphine;alvimopan
buprenorphine;atazanavir
buprenorphine;conivaptan
buprenorphine;droperidol
buprenorphine;isocarboxazid
buprenorphine;linezolid
buprenorphine;moclobemide
buprenorphine;phenelzine
buprenorphine;procarbazine
buprenorphine;rasagiline
buprenorphine;selegiline
buprenorphine;telithromycin
buprenorphine;tranylcypromine
buprenorphine;triprolidine
buprenorphine;voriconazole
azathioprine;acenocoumarol
azathioprine;allopurinol
azathioprine;aminosalicylic_acid
azathioprine;anisindione
azathioprine;atracurium
azathioprine;dicumarol
azathioprine;doxacurium_chloride
azathioprine;mesalazine
azathioprine;metocurine
azathioprine;mivacurium
azathioprine;olsalazine
azathioprine;pancuronium
azathioprine;sulfasalazine
azathioprine;trandolapril
azathioprine;trastuzumab
azathioprine;tubocurarine
azathioprine;vecuronium
azathioprine;warfarin
lithium;aminophylline
lithium;benazepril
lithium;bendroflumethiazide
lithium;benzthiazide
lithium;caffeine
lithium;candesartan
lithium;captopril
lithium;celecoxib
lithium;chlorothiazide
lithium;chlorthalidone
lithium;cilazapril
lithium;citric_acid
lithium;cyclothiazide
lithium;desvenlafaxine
lithium;diclofenac
lithium;diflunisal
lithium;dyphylline
lithium;enalapril
lithium;eplerenone
lithium;eprosartan
lithium;etoricoxib
lithium;fluoxetine
lithium;fluvoxamine
lithium;forasartan
lithium;fosinopril
lithium;haloperidol
lithium;hydrochlorothiazide
lithium;hydroflumethiazide
lithium;ibuprofen
lithium;indapamide
lithium;indomethacin
lithium;iodine
lithium;irbesartan
lithium;ketoprofen
lithium;ketorolac
lithium;lisinopril
lithium;losartan
lithium;lumiracoxib
lithium;mefenamic_acid
lithium;meloxicam
lithium;methyclothiazide
lithium;methyldopa
lithium;metolazone
lithium;metronidazole
lithium;moexipril
lithium;naproxen
lithium;oxtriphylline
lithium;perindopril
lithium;phenylbutazone
lithium;piroxicam
lithium;polythiazide
lithium;potassium
lithium;quinapril
lithium;quinethazone
lithium;ramipril
lithium;rofecoxib
lithium;saprisartan
lithium;sibutramine
lithium;sodium_bicarbonate
lithium;spirapril
lithium;sumatriptan
lithium;tasosartan
lithium;telmisartan
lithium;tenoxicam
lithium;theophylline
lithium;tiaprofenic_acid
lithium;tobramycin
lithium;tolmetin
lithium;topiramate
lithium;trandolapril
lithium;tranylcypromine
lithium;trazodone
lithium;trichlormethiazide
lithium;trimipramine
lithium;valdecoxib
lithium;valsartan
lithium;venlafaxine
lithium;verapamil
lithium;zolmitriptan
dolasetron;artemether
dolasetron;tacrolimus
dolasetron;thiothixene
dolasetron;toremifene
dolasetron;trimipramine
dolasetron;voriconazole
dolasetron;vorinostat
dolasetron;ziprasidone
dolasetron;zuclopenthixol
zaleplon;cimetidine
zaleplon;methotrimeprazine
zaleplon;rifampin
zaleplon;triprolidine
isradipine;artemether
isradipine;lumefantrine
isradipine;quinupristin
isradipine;tacrolimus
isradipine;telithromycin
isradipine;thiopental
isradipine;thiothixene
isradipine;tipranavir
isradipine;toremifene
isradipine;treprostinil
isradipine;trimipramine
isradipine;voriconazole
isradipine;vorinostat
isradipine;ziprasidone
isradipine;zuclopenthixol
cisplatin;amikacin
cisplatin;bumetanide
cisplatin;cabazitaxel
cisplatin;docetaxel
cisplatin;ethacrynic_acid
cisplatin;fosphenytoin
cisplatin;furosemide
cisplatin;gentamicin
cisplatin;leflunomide
cisplatin;methotrexate
cisplatin;natalizumab
cisplatin;netilmicin
cisplatin;paclitaxel
cisplatin;phenytoin
cisplatin;pimecrolimus
cisplatin;roflumilast
cisplatin;tacrolimus
cisplatin;tobramycin
cisplatin;topotecan
cisplatin;trastuzumab
thiopental;acenocoumarol
thiopental;amlodipine
thiopental;chloramphenicol
thiopental;cyclosporine
thiopental;desogestrel
thiopental;diltiazem
thiopental;disopyramide
thiopental;doxycycline
thiopental;drospirenone
thiopental;ethinyl_estradiol
thiopental;ethynodiol_diacetate
thiopental;etonogestrel
thiopental;felodipine
thiopental;isradipine
thiopental;lamotrigine
thiopental;levonorgestrel
thiopental;medroxyprogesterone
thiopental;mestranol
thiopental;methadone
thiopental;nicardipine
thiopental;nifedipine
thiopental;nimodipine
thiopental;nisoldipine
thiopental;nitrendipine
thiopental;norethindrone
thiopental;norgestimate
thiopental;norgestrel
thiopental;propafenone
thiopental;quinidine
thiopental;trimipramine
thiopental;triprolidine
thiopental;verapamil
thiopental;warfarin
megestrol;amobarbital
megestrol;aprobarbital
megestrol;butabarbital
megestrol;butalbital
megestrol;butethal
megestrol;ethotoin
megestrol;fosphenytoin
megestrol;griseofulvin
megestrol;heptabarbital
megestrol;hexobarbital
megestrol;mephenytoin
megestrol;methohexital
megestrol;methylphenobarbital
megestrol;pentobarbital
megestrol;phenobarbital
megestrol;phenytoin
megestrol;primidone
megestrol;secobarbital
megestrol;talbutal
calcium_carbonate;calcium_acetate
calcium_carbonate;calcium_chloride
calcium_carbonate;itraconazole
butorphanol;alvimopan
butorphanol;droperidol
butorphanol;triprolidine
abarelix;tacrolimus
abarelix;thiothixene
abarelix;toremifene
abarelix;trimipramine
abarelix;voriconazole
abarelix;vorinostat
abarelix;ziprasidone
abarelix;zuclopenthixol
glucosamine;chlorpropamide
glucosamine;gliclazide
glucosamine;glimepiride
glucosamine;glyburide
glucosamine;insulin
glucosamine;metformin
glucosamine;miglitol
glucosamine;nateglinide
glucosamine;pioglitazone
glucosamine;repaglinide
neomycin;cefotaxime
neomycin;cefotetan
neomycin;cefoxitin
neomycin;ceftazidime
neomycin;ceftriaxone
neomycin;colistimethate
neomycin;tacrolimus
neomycin;ticarcillin
secretin;clidinium
secretin;tiotropium
secretin;tolterodine
secretin;trihexyphenidyl
secretin;trimethobenzamide
secretin;trospium
talbutal;aminophylline
talbutal;betamethasone
talbutal;clomifene
talbutal;conjugated_estrogens
talbutal;cyclosporine
talbutal;dexamethasone
talbutal;diethylstilbestrol
talbutal;divalproex_sodium
talbutal;doxycycline
talbutal;estradiol
talbutal;ethinyl_estradiol
talbutal;felodipine
talbutal;fludrocortisone
talbutal;folic_acid
talbutal;gefitinib
talbutal;griseofulvin
talbutal;hydrocortisone
talbutal;levonorgestrel
talbutal;medroxyprogesterone
talbutal;megestrol
talbutal;methadone
talbutal;metronidazole
talbutal;nifedipine
talbutal;norethindrone
talbutal;oxtriphylline
talbutal;prednisolone
talbutal;prednisone
talbutal;quinidine
talbutal;theophylline
talbutal;triamcinolone
desipramine;altretamine
desipramine;artemether
desipramine;atazanavir
desipramine;butabarbital
desipramine;butalbital
desipramine;carbamazepine
desipramine;cimetidine
desipramine;cisapride
desipramine;clonidine
desipramine;desvenlafaxine
desipramine;dihydroquinidine_barbiturate
desipramine;dobutamine
desipramine;donepezil
desipramine;dopamine
desipramine;duloxetine
desipramine;ephedra
desipramine;ephedrine
desipramine;epinephrine
desipramine;fenoterol
desipramine;fluoxetine
desipramine;fluvoxamine
desipramine;galantamine
desipramine;grepafloxacin
desipramine;guanethidine
desipramine;isocarboxazid
desipramine;isoproterenol
desipramine;mephentermine
desipramine;metaraminol
desipramine;methoxamine
desipramine;moclobemide
desipramine;norepinephrine
desipramine;orciprenaline
desipramine;phenelzine
desipramine;phenylephrine
desipramine;phenylpropanolamine
desipramine;pirbuterol
desipramine;procaterol
desipramine;pseudoephedrine
desipramine;quinidine
desipramine;quinidine_barbiturate
desipramine;rasagiline
desipramine;rifabutin
desipramine;rifampin
desipramine;ritonavir
desipramine;rivastigmine
desipramine;salbutamol
desipramine;sibutramine
desipramine;sparfloxacin
desipramine;tacrine
desipramine;tacrolimus
desipramine;tamoxifen
desipramine;tamsulosin
desipramine;terbinafine
desipramine;terbutaline
desipramine;terfenadine
desipramine;thiothixene
desipramine;tipranavir
desipramine;tolterodine
desipramine;toremifene
desipramine;tramadol
desipramine;tranylcypromine
desipramine;trazodone
desipramine;trimipramine
desipramine;triprolidine
desipramine;trospium
desipramine;venlafaxine
desipramine;vilazodone
desipramine;voriconazole
desipramine;vorinostat
desipramine;ziprasidone
desipramine;zolmitriptan
desipramine;zuclopenthixol
enalapril;amiloride
enalapril;drospirenone
enalapril;lithium
enalapril;potassium
enalapril;rifampin
enalapril;spironolactone
enalapril;tizanidine
enalapril;tobramycin
enalapril;treprostinil
enalapril;triamterene
clemastine;donepezil
clemastine;galantamine
clemastine;rivastigmine
clemastine;tacrine
clemastine;trimethobenzamide
clemastine;triprolidine
clemastine;trospium
oxyphenbutazone;acenocoumarol
oxyphenbutazone;alendronate
oxyphenbutazone;anisindione
oxyphenbutazone;dicumarol
oxyphenbutazone;ethotoin
oxyphenbutazone;fosphenytoin
oxyphenbutazone;mephenytoin
oxyphenbutazone;phenytoin
oxyphenbutazone;warfarin
liothyronine;calcium_acetate
liothyronine;calcium_chloride
liothyronine;cholestyramine
liothyronine;colestipol
liothyronine;digoxin
liothyronine;warfarin
cilazapril;amiloride
cilazapril;drospirenone
cilazapril;lithium
cilazapril;potassium
cilazapril;spironolactone
cilazapril;tizanidine
cilazapril;treprostinil
cilazapril;triamterene
terazosin;acebutolol
terazosin;alfuzosin
terazosin;amifostine
terazosin;atenolol
terazosin;betaxolol
terazosin;bisoprolol
terazosin;carteolol
terazosin;carvedilol
terazosin;celiprolol
terazosin;esmolol
terazosin;labetalol
terazosin;metoprolol
terazosin;nadolol
terazosin;nebivolol
terazosin;oxprenolol
terazosin;penbutolol
terazosin;pindolol
terazosin;propranolol
terazosin;rituximab
terazosin;sildenafil
terazosin;silodosin
terazosin;sotalol
terazosin;tadalafil
terazosin;tamsulosin
terazosin;timolol
terazosin;treprostinil
terazosin;vardenafil
tranylcypromine;alfentanil
tranylcypromine;almotriptan
tranylcypromine;amitriptyline
tranylcypromine;amoxapine
tranylcypromine;apraclonidine
tranylcypromine;atomoxetine
tranylcypromine;benzphetamine
tranylcypromine;bezafibrate
tranylcypromine;brimonidine
tranylcypromine;bromocriptine
tranylcypromine;buprenorphine
tranylcypromine;bupropion
tranylcypromine;buspirone
tranylcypromine;cabergoline
tranylcypromine;citalopram
tranylcypromine;clomipramine
tranylcypromine;cyclobenzaprine
tranylcypromine;desipramine
tranylcypromine;desvenlafaxine
tranylcypromine;dexfenfluramine
tranylcypromine;dexmedetomidine
tranylcypromine;dextroamphetamine
tranylcypromine;dextromethorphan
tranylcypromine;diethylpropion
tranylcypromine;dihydroergotamine
tranylcypromine;donepezil
tranylcypromine;doxepin
tranylcypromine;duloxetine
tranylcypromine;eletriptan
tranylcypromine;entacapone
tranylcypromine;ephedrine
tranylcypromine;epinephrine
tranylcypromine;ergoloid_mesylate
tranylcypromine;ergonovine
tranylcypromine;ergotamine
tranylcypromine;escitalopram
tranylcypromine;fenfluramine
tranylcypromine;fenoterol
tranylcypromine;fentanyl
tranylcypromine;fluoxetine
tranylcypromine;fluvoxamine
tranylcypromine;frovatriptan
tranylcypromine;furazolidone
tranylcypromine;galantamine
tranylcypromine;guanethidine
tranylcypromine;ifosfamide
tranylcypromine;imipramine
tranylcypromine;isocarboxazid
tranylcypromine;levodopa
tranylcypromine;linezolid
tranylcypromine;lisdexamfetamine
tranylcypromine;lithium
tranylcypromine;maprotiline
tranylcypromine;mazindol
tranylcypromine;meperidine
tranylcypromine;mephentermine
tranylcypromine;methamphetamine
tranylcypromine;methotrimeprazine
tranylcypromine;methoxamine
tranylcypromine;methyldopa
tranylcypromine;methylergonovine
tranylcypromine;methylphenidate
tranylcypromine;midodrine
tranylcypromine;milnacipran
tranylcypromine;mirtazapine
tranylcypromine;moclobemide
tranylcypromine;naratriptan
tranylcypromine;nefazodone
tranylcypromine;nortriptyline
tranylcypromine;orciprenaline
tranylcypromine;oxymetazoline
tranylcypromine;paroxetine
tranylcypromine;pergolide
tranylcypromine;phendimetrazine
tranylcypromine;phenelzine
tranylcypromine;phentermine
tranylcypromine;phenylephrine
tranylcypromine;phenylpropanolamine
tranylcypromine;pramlintide
tranylcypromine;procarbazine
tranylcypromine;promethazine
tranylcypromine;propoxyphene
tranylcypromine;protriptyline
tranylcypromine;pseudoephedrine
tranylcypromine;rasagiline
tranylcypromine;remifentanil
tranylcypromine;reserpine
tranylcypromine;rizatriptan
tranylcypromine;s-adenosylmethionine
tranylcypromine;selegiline
tranylcypromine;sertraline
tranylcypromine;sibutramine
tranylcypromine;st._john's_wort
tranylcypromine;sufentanil
tranylcypromine;sumatriptan
tranylcypromine;tacrine
tranylcypromine;tamoxifen
tranylcypromine;tamsulosin
tranylcypromine;terbutaline
tranylcypromine;tetrabenazine
tranylcypromine;thioridazine
tranylcypromine;tizanidine
tranylcypromine;tolcapone
tranylcypromine;tramadol
tranylcypromine;trazodone
tranylcypromine;trimethobenzamide
tranylcypromine;trimipramine
tranylcypromine;triprolidine
tranylcypromine;trospium
tranylcypromine;venlafaxine
tranylcypromine;vilazodone
tranylcypromine;zolmitriptan
ethinyl_estradiol;acenocoumarol
ethinyl_estradiol;aminophylline
ethinyl_estradiol;amobarbital
ethinyl_estradiol;amoxicillin
ethinyl_estradiol;ampicillin
ethinyl_estradiol;amprenavir
ethinyl_estradiol;anisindione
ethinyl_estradiol;aprepitant
ethinyl_estradiol;aprobarbital
ethinyl_estradiol;artemether
ethinyl_estradiol;azlocillin
ethinyl_estradiol;aztreonam
ethinyl_estradiol;bacampicillin
ethinyl_estradiol;bosentan
ethinyl_estradiol;butabarbital
ethinyl_estradiol;butalbital
ethinyl_estradiol;butethal
ethinyl_estradiol;carbamazepine
ethinyl_estradiol;clavulanate
ethinyl_estradiol;cloxacillin
ethinyl_estradiol;colesevelam
ethinyl_estradiol;cyclacillin
ethinyl_estradiol;cyclosporine
ethinyl_estradiol;demeclocycline
ethinyl_estradiol;dicloxacillin
ethinyl_estradiol;dicumarol
ethinyl_estradiol;doxycycline
ethinyl_estradiol;dyphylline
ethinyl_estradiol;ethotoin
ethinyl_estradiol;etoricoxib
ethinyl_estradiol;flucloxacillin
ethinyl_estradiol;fosphenytoin
ethinyl_estradiol;griseofulvin
ethinyl_estradiol;heptabarbital
ethinyl_estradiol;hetacillin
ethinyl_estradiol;hexobarbital
ethinyl_estradiol;ketoconazole
ethinyl_estradiol;lamotrigine
ethinyl_estradiol;mephenytoin
ethinyl_estradiol;methacycline
ethinyl_estradiol;methohexital
ethinyl_estradiol;methylphenobarbital
ethinyl_estradiol;meticillin
ethinyl_estradiol;mezlocillin
ethinyl_estradiol;minocycline
ethinyl_estradiol;modafinil
ethinyl_estradiol;nafcillin
ethinyl_estradiol;nelfinavir
ethinyl_estradiol;oxacillin
ethinyl_estradiol;oxcarbazepine
ethinyl_estradiol;oxtriphylline
ethinyl_estradiol;oxytetracycline
ethinyl_estradiol;pentobarbital
ethinyl_estradiol;phenobarbital
ethinyl_estradiol;phenytoin
ethinyl_estradiol;piperacillin
ethinyl_estradiol;pivampicillin
ethinyl_estradiol;prednisolone
ethinyl_estradiol;prednisone
ethinyl_estradiol;primidone
ethinyl_estradiol;raloxifene
ethinyl_estradiol;rifabutin
ethinyl_estradiol;rifampin
ethinyl_estradiol;rifapentine
ethinyl_estradiol;ritonavir
ethinyl_estradiol;rolitetracycline
